代码,名称,市场
000969,安泰科技,SZ
300903,科翔股份,SZ
000608,阳光股份,SZ
002185,华天科技,SZ
300501,海顺新材,SZ
301155,海力风电,SZ
300570,太辰光,SZ
002852,道道全,SZ
002164,宁波东力,SZ
301103,何氏眼科,SZ
300782,卓胜微,SZ
300413,芒果超媒,SZ
300937,药易购,SZ
300844,山水比德,SZ
300717,华信新材,SZ
301278,快可电子,SZ
300589,江龙船艇,SZ
301548,崇德科技,SZ
301322,绿通科技,SZ
300283,温州宏丰,SZ
300747,锐科激光,SZ
300697,电工合金,SZ
300024,机器人,SZ
002872,ST天圣,SZ
000669,ST金鸿,SZ
301077,星华新材,SZ
002327,富安娜,SZ
301487,盟固利,SZ
002216,三全食品,SZ
300243,瑞丰高材,SZ
300408,三环集团,SZ
301287,康力源,SZ
301158,德石股份,SZ
000032,深桑达Ａ,SZ
300838,浙江力诺,SZ
300892,品渥食品,SZ
301362,民爆光电,SZ
300745,欣锐科技,SZ
301318,维海德,SZ
300916,朗特智能,SZ
001376,百通能源,SZ
001218,丽臣实业,SZ
002250,联化科技,SZ
301301,川宁生物,SZ
301551,无线传媒,SZ
301588,美新科技,SZ
300610,晨化股份,SZ
300092,科新机电,SZ
002044,美年健康,SZ
002357,富临运业,SZ
300044,赛为智能,SZ
300722,新余国科,SZ
002219,新里程,SZ
300729,乐歌股份,SZ
301181,标榜股份,SZ
300258,精锻科技,SZ
301233,盛帮股份,SZ
300359,全通教育,SZ
002456,欧菲光,SZ
300977,深圳瑞捷,SZ
300885,海昌新材,SZ
301591,肯特股份,SZ
300960,通业科技,SZ
301108,洁雅股份,SZ
002669,康达新材,SZ
301065,本立科技,SZ
000615,ST美谷,SZ
002301,齐心集团,SZ
301502,华阳智能,SZ
301329,信音电子,SZ
003008,开普检测,SZ
003025,思进智能,SZ
002098,浔兴股份,SZ
000757,浩物股份,SZ
002366,融发核电,SZ
002261,拓维信息,SZ
000801,四川九洲,SZ
002481,双塔食品,SZ
001230,劲旅环境,SZ
300841,康华生物,SZ
001256,炜冈科技,SZ
300670,大烨智能,SZ
000503,国新健康,SZ
003005,竞业达,SZ
003022,联泓新科,SZ
300139,晓程科技,SZ
300177,中海达,SZ
300618,寒锐钴业,SZ
002691,冀凯股份,SZ
301603,乔锋智能,SZ
002987,京北方,SZ
301266,宇邦新材,SZ
002471,中超控股,SZ
002574,明牌珠宝,SZ
301439,泓淋电力,SZ
002977,天箭科技,SZ
001279,强邦新材,SZ
002840,华统股份,SZ
002611,东方精工,SZ
300849,锦盛新材,SZ
000070,ST特信,SZ
002919,名臣健康,SZ
300444,双杰电气,SZ
300509,新美星,SZ
002817,黄山胶囊,SZ
000799,酒鬼酒,SZ
301367,怡和嘉业,SZ
001270,铖昌科技,SZ
300138,晨光生物,SZ
002865,钧达股份,SZ
002681,奋达科技,SZ
300276,三丰智能,SZ
002932,明德生物,SZ
301232,飞沃科技,SZ
001219,青岛食品,SZ
300690,双一科技,SZ
300110,华仁药业,SZ
300943,春晖智控,SZ
300558,贝达药业,SZ
301170,锡南科技,SZ
300852,四会富仕,SZ
300791,仙乐健康,SZ
301150,中一科技,SZ
300726,宏达电子,SZ
002165,红 宝 丽,SZ
002306,中科云网,SZ
301314,科瑞思,SZ
300674,宇信科技,SZ
002360,同德化工,SZ
002223,鱼跃医疗,SZ
300424,航新科技,SZ
300305,裕兴股份,SZ
002389,航天彩虹,SZ
301290,东星医疗,SZ
300005,探路者,SZ
300151,昌红科技,SZ
300320,海达股份,SZ
002082,万邦德,SZ
002810,山东赫达,SZ
002603,以岭药业,SZ
301419,阿莱德,SZ
300724,捷佳伟创,SZ
000887,中鼎股份,SZ
002174,游族网络,SZ
002845,同兴达,SZ
300780,德恩精工,SZ
000768,中航西飞,SZ
002846,英联股份,SZ
002296,辉煌科技,SZ
301063,海锅股份,SZ
300638,广和通,SZ
002923,润都股份,SZ
300453,三鑫医疗,SZ
002184,海得控制,SZ
301160,翔楼新材,SZ
002069,獐子岛,SZ
002516,旷达科技,SZ
300334,津膜科技,SZ
301459,丰茂股份,SZ
300582,英飞特,SZ
002823,凯中精密,SZ
301201,诚达药业,SZ
001299,美能能源,SZ
300993,玉马遮阳,SZ
300615,欣天科技,SZ
002482,广田集团,SZ
301179,泽宇智能,SZ
002322,理工能科,SZ
301148,嘉戎技术,SZ
300917,特发服务,SZ
002541,鸿路钢构,SZ
002767,先锋电子,SZ
000985,大庆华科,SZ
002517,恺英网络,SZ
002982,湘佳股份,SZ
300664,鹏鹞环保,SZ
002195,岩山科技,SZ
300240,飞力达,SZ
002351,漫步者,SZ
002017,东信和平,SZ
001277,速达股份,SZ
003036,泰坦股份,SZ
300768,迪普科技,SZ
000593,德龙汇能,SZ
002753,永东股份,SZ
002073,软控股份,SZ
002232,启明信息,SZ
300567,精测电子,SZ
300084,海默科技,SZ
300248,新开普,SZ
002042,华孚时尚,SZ
300227,光韵达,SZ
301257,普蕊斯,SZ
000702,正虹科技,SZ
300770,新媒股份,SZ
301292,海科新源,SZ
002855,捷荣技术,SZ
301268,铭利达,SZ
002406,远东传动,SZ
002320,海峡股份,SZ
300261,雅本化学,SZ
002996,顺博合金,SZ
002793,罗欣药业,SZ
300272,开能健康,SZ
000705,浙江震元,SZ
301633,港迪技术,SZ
002485,ST雪发,SZ
002196,方正电机,SZ
000419,通程控股,SZ
300846,首都在线,SZ
002253,川大智胜,SZ
300265,通光线缆,SZ
300808,久量股份,SZ
300652,雷迪克,SZ
301488,豪恩汽电,SZ
301357,北方长龙,SZ
300788,中信出版,SZ
301349,信德新材,SZ
002635,安洁科技,SZ
300882,万胜智能,SZ
300868,杰美特,SZ
300095,华伍股份,SZ
002763,汇洁股份,SZ
301018,申菱环境,SZ
301098,金埔园林,SZ
000021,深科技,SZ
300998,宁波方正,SZ
000783,长江证券,SZ
300373,扬杰科技,SZ
300929,华骐环保,SZ
002802,洪汇新材,SZ
300627,华测导航,SZ
300705,九典制药,SZ
300204,舒泰神,SZ
002030,达安基因,SZ
001317,三羊马,SZ
300350,华鹏飞,SZ
300751,迈为股份,SZ
300475,香农芯创,SZ
002600,领益智造,SZ
300528,幸福蓝海,SZ
002384,东山精密,SZ
300364,中文在线,SZ
300041,回天新材,SZ
002136,安 纳 达,SZ
002696,百洋股份,SZ
301025,读客文化,SZ
300514,友讯达,SZ
002786,银宝山新,SZ
300349,金卡智能,SZ
002476,宝莫股份,SZ
301111,粤万年青,SZ
000962,东方钽业,SZ
300899,上海凯鑫,SZ
300342,天银机电,SZ
300978,东箭科技,SZ
300530,领湃科技,SZ
002731,萃华珠宝,SZ
300507,苏奥传感,SZ
300487,蓝晓科技,SZ
301221,光庭信息,SZ
300091,金通灵,SZ
002345,潮宏基,SZ
301486,致尚科技,SZ
300129,泰胜风能,SZ
301522,上大股份,SZ
002398,垒知集团,SZ
001210,金房能源,SZ
300108,*ST吉药,SZ
000153,丰原药业,SZ
300636,同和药业,SZ
002523,天桥起重,SZ
300671,富满微,SZ
301509,金凯生科,SZ
000570,苏常柴Ａ,SZ
002265,建设工业,SZ
002666,德联集团,SZ
301236,软通动力,SZ
300970,华绿生物,SZ
301059,金三江,SZ
000509,华塑控股,SZ
300634,彩讯股份,SZ
002247,聚力文化,SZ
002777,久远银海,SZ
301223,中荣股份,SZ
000795,英洛华,SZ
300864,南大环境,SZ
000837,秦川机床,SZ
300246,宝莱特,SZ
002040,南 京 港,SZ
000890,法尔胜,SZ
300212,易华录,SZ
002967,广电计量,SZ
300427,红相股份,SZ
002709,天赐材料,SZ
002466,天齐锂业,SZ
301195,北路智控,SZ
002214,大立科技,SZ
003033,征和工业,SZ
000524,岭南控股,SZ
000409,云鼎科技,SZ
300409,道氏技术,SZ
002906,华阳集团,SZ
002420,毅昌科技,SZ
301172,君逸数码,SZ
300201,海伦哲,SZ
002049,紫光国微,SZ
002077,大港股份,SZ
000798,中水渔业,SZ
000029,深深房Ａ,SZ
301080,百普赛斯,SZ
002021,中捷资源,SZ
300452,山河药辅,SZ
000738,航发控制,SZ
300043,星辉娱乐,SZ
002409,雅克科技,SZ
301079,邵阳液压,SZ
001205,盛航股份,SZ
301518,长华化学,SZ
300605,恒锋信息,SZ
002722,物产金轮,SZ
000007,全新好,SZ
300442,润泽科技,SZ
300059,东方财富,SZ
002790,瑞尔特,SZ
300873,海晨股份,SZ
002860,星帅尔,SZ
002166,莱茵生物,SZ
300523,辰安科技,SZ
300890,翔丰华,SZ
301361,众智科技,SZ
301049,超越科技,SZ
300855,图南股份,SZ
300319,麦捷科技,SZ
300318,博晖创新,SZ
300579,数字认证,SZ
301552,科力装备,SZ
000151,中成股份,SZ
002873,新天药业,SZ
000838,财信发展,SZ
003038,鑫铂股份,SZ
300957,贝泰妮,SZ
301246,宏源药业,SZ
003019,宸展光电,SZ
300315,掌趣科技,SZ
301500,飞南资源,SZ
002310,*ST东园,SZ
300224,正海磁材,SZ
002194,武汉凡谷,SZ
300982,苏文电能,SZ
300195,长荣股份,SZ
300858,科拓生物,SZ
300133,华策影视,SZ
301519,舜禹股份,SZ
301171,易点天下,SZ
300416,苏试试验,SZ
002960,青鸟消防,SZ
300404,博济医药,SZ
300412,迦南科技,SZ
002613,北玻股份,SZ
002522,浙江众成,SZ
301024,霍普股份,SZ
300215,电科院,SZ
301379,天山电子,SZ
000676,智度股份,SZ
301076,新瀚新材,SZ
000691,亚太实业,SZ
300036,超图软件,SZ
002024,ST易购,SZ
301086,鸿富瀚,SZ
000567,海德股份,SZ
300586,美联新材,SZ
301393,昊帆生物,SZ
002022,科华生物,SZ
002703,浙江世宝,SZ
301305,朗坤环境,SZ
301626,苏州天脉,SZ
300239,东宝生物,SZ
300213,佳讯飞鸿,SZ
301031,中熔电气,SZ
300738,奥飞数据,SZ
002432,九安医疗,SZ
002599,盛通股份,SZ
301556,托普云农,SZ
300206,理邦仪器,SZ
002668,TCL智家,SZ
000882,华联股份,SZ
002725,跃岭股份,SZ
002317,众生药业,SZ
000551,创元科技,SZ
300860,锋尚文化,SZ
300439,美康生物,SZ
300796,贝斯美,SZ
002652,扬子新材,SZ
000900,现代投资,SZ
301529,福赛科技,SZ
002980,华盛昌,SZ
300847,中船汉光,SZ
300478,杭州高新,SZ
000631,顺发恒业,SZ
002903,宇环数控,SZ
001225,和泰机电,SZ
002742,ST三圣,SZ
002835,同为股份,SZ
002880,卫光生物,SZ
301087,可孚医疗,SZ
301396,宏景科技,SZ
300925,法本信息,SZ
300935,盈建科,SZ
300148,天舟文化,SZ
002454,松芝股份,SZ
002112,三变科技,SZ
300759,康龙化成,SZ
300958,建工修复,SZ
001379,腾达科技,SZ
001331,胜通能源,SZ
300380,安硕信息,SZ
300735,光弘科技,SZ
002123,梦网科技,SZ
000541,佛山照明,SZ
300230,永利股份,SZ
300668,杰恩设计,SZ
001234,泰慕士,SZ
300284,苏交科,SZ
300534,陇神戎发,SZ
001238,浙江正特,SZ
000609,*ST中迪,SZ
002771,真视通,SZ
300042,朗科科技,SZ
002686,亿利达,SZ
300158,振东制药,SZ
002367,康力电梯,SZ
002155,湖南黄金,SZ
301061,匠心家居,SZ
300919,中伟股份,SZ
002882,金龙羽,SZ
002664,信质集团,SZ
300081,恒信东方,SZ
300895,铜牛信息,SZ
300536,*ST农尚,SZ
002111,威海广泰,SZ
002079,苏州固锝,SZ
301398,星源卓镁,SZ
300725,药石科技,SZ
002705,新宝股份,SZ
000755,山西高速,SZ
301206,三元生物,SZ
002072,凯瑞德,SZ
002303,美盈森,SZ
002831,裕同科技,SZ
300438,鹏辉能源,SZ
000603,盛达资源,SZ
300233,金城医药,SZ
002595,豪迈科技,SZ
300505,川金诺,SZ
002552,宝鼎科技,SZ
300285,国瓷材料,SZ
300343,联创股份,SZ
000636,风华高科,SZ
301060,兰卫医学,SZ
300601,康泰生物,SZ
000707,双环科技,SZ
002424,ST百灵,SZ
000626,远大控股,SZ
300035,中科电气,SZ
300720,海川智能,SZ
002886,沃特股份,SZ
000685,中山公用,SZ
301200,大族数控,SZ
002858,力盛体育,SZ
300406,九强生物,SZ
002766,索菱股份,SZ
000429,粤高速Ａ,SZ
000633,合金投资,SZ
002507,涪陵榨菜,SZ
002472,双环传动,SZ
300205,ST天喻,SZ
002911,佛燃能源,SZ
002864,盘龙药业,SZ
001209,洪兴股份,SZ
002586,*ST围海,SZ
000526,学大教育,SZ
300001,特锐德,SZ
300385,雪浪环境,SZ
300983,尤安设计,SZ
300193,佳士科技,SZ
300629,新劲刚,SZ
300117,*ST嘉寓,SZ
002812,恩捷股份,SZ
000166,申万宏源,SZ
300683,海特生物,SZ
300123,亚光科技,SZ
002825,纳尔股份,SZ
300161,华中数控,SZ
000828,东莞控股,SZ
300247,融捷健康,SZ
300322,硕贝德,SZ
301526,国际复材,SZ
002811,郑中设计,SZ
000997,新 大 陆,SZ
300560,中富通,SZ
300435,中泰股份,SZ
300390,天华新能,SZ
301029,怡合达,SZ
000977,浪潮信息,SZ
301057,汇隆新材,SZ
001324,长青科技,SZ
002535,林州重机,SZ
002732,燕塘乳业,SZ
300082,奥克股份,SZ
300122,智飞生物,SZ
002806,华锋股份,SZ
002643,万润股份,SZ
000926,福星股份,SZ
300418,昆仑万维,SZ
000777,中核科技,SZ
301311,昆船智能,SZ
300061,旗天科技,SZ
300502,新易盛,SZ
301026,浩通科技,SZ
002393,力生制药,SZ
002926,华西证券,SZ
002506,协鑫集成,SZ
301355,南王科技,SZ
002404,嘉欣丝绸,SZ
002827,高争民爆,SZ
301235,华康医疗,SZ
002282,博深股份,SZ
002780,三夫户外,SZ
301023,江南奕帆,SZ
000790,华神科技,SZ
002593,日上集团,SZ
301011,华立科技,SZ
000430,张家界,SZ
002008,大族激光,SZ
300164,通源石油,SZ
301190,善水科技,SZ
002240,盛新锂能,SZ
300593,新雷能,SZ
003004,声迅股份,SZ
002334,英威腾,SZ
002700,ST浩源,SZ
301395,仁信新材,SZ
300476,胜宏科技,SZ
000700,模塑科技,SZ
000008,神州高铁,SZ
002546,新联电子,SZ
002518,科士达,SZ
002488,金固股份,SZ
002023,海特高新,SZ
000519,中兵红箭,SZ
300850,新强联,SZ
300839,博汇股份,SZ
301218,华是科技,SZ
301248,杰创智能,SZ
002003,伟星股份,SZ
300862,蓝盾光电,SZ
002439,启明星辰,SZ
300179,四方达,SZ
300345,华民股份,SZ
002138,顺络电子,SZ
002571,德力股份,SZ
000970,中科三环,SZ
001282,三联锻造,SZ
000513,丽珠集团,SZ
000026,飞亚达,SZ
002441,众业达,SZ
002641,公元股份,SZ
000411,英特集团,SZ
002737,葵花药业,SZ
002383,合众思壮,SZ
000559,万向钱潮,SZ
300267,尔康制药,SZ
002407,多氟多,SZ
000833,粤桂股份,SZ
002455,百川股份,SZ
300775,三角防务,SZ
300918,南山智尚,SZ
002479,富春环保,SZ
000062,深圳华强,SZ
300608,思特奇,SZ
000612,焦作万方,SZ
000782,恒申新材,SZ
002968,新大正,SZ
000821,京山轻机,SZ
300360,炬华科技,SZ
002358,森源电气,SZ
000031,大悦城,SZ
300533,冰川网络,SZ
002993,奥海科技,SZ
002939,长城证券,SZ
002592,ST八菱,SZ
002565,顺灏股份,SZ
002095,生 意 宝,SZ
300250,初灵信息,SZ
000812,陕西金叶,SZ
002043,兔 宝 宝,SZ
002520,日发精机,SZ
002401,中远海科,SZ
000728,国元证券,SZ
001339,智微智能,SZ
300945,曼卡龙,SZ
000560,我爱我家,SZ
000049,德赛电池,SZ
300825,阿尔特,SZ
002302,西部建设,SZ
300006,莱美药业,SZ
300015,爱尔眼科,SZ
300616,尚品宅配,SZ
002788,鹭燕医药,SZ
002678,珠江钢琴,SZ
003027,同兴环保,SZ
300680,隆盛科技,SZ
001236,弘业期货,SZ
300756,金马游乐,SZ
300815,玉禾田,SZ
301012,扬电科技,SZ
002483,润邦股份,SZ
301168,通灵股份,SZ
300649,杭州园林,SZ
300357,我武生物,SZ
002563,森马服饰,SZ
002370,亚太药业,SZ
300999,金龙鱼,SZ
300419,ST浩丰,SZ
000538,云南白药,SZ
300103,达刚控股,SZ
300766,每日互动,SZ
002828,贝肯能源,SZ
301327,华宝新能,SZ
000402,金 融 街,SZ
301489,思泉新材,SZ
300628,亿联网络,SZ
300457,赢合科技,SZ
002067,景兴纸业,SZ
300083,创世纪,SZ
002212,天融信,SZ
000786,北新建材,SZ
003020,立方制药,SZ
300614,百川畅银,SZ
301219,腾远钴业,SZ
002693,双成药业,SZ
002234,民和股份,SZ
300128,锦富技术,SZ
000913,钱江摩托,SZ
301613,新铝时代,SZ
300817,双飞集团,SZ
002005,ST德豪,SZ
300370,安控科技,SZ
002348,高乐股份,SZ
000415,渤海租赁,SZ
002940,昂利康,SZ
300932,三友联众,SZ
301618,长联科技,SZ
001269,欧晶科技,SZ
003013,地铁设计,SZ
002287,奇正藏药,SZ
002760,凤形股份,SZ
002580,圣阳股份,SZ
000868,安凯客车,SZ
002298,中电兴发,SZ
002644,佛慈制药,SZ
000639,西王食品,SZ
301089,拓新药业,SZ
002734,利民股份,SZ
002543,万和电气,SZ
300075,数字政通,SZ
002323,雅博股份,SZ
000421,南京公用,SZ
300073,当升科技,SZ
002642,荣联科技,SZ
300985,致远新能,SZ
002692,远程股份,SZ
300288,朗玛信息,SZ
002548,金新农,SZ
300352,北信源,SZ
002448,中原内配,SZ
002912,中新赛克,SZ
002537,海联金汇,SZ
002519,银河电子,SZ
002369,卓翼科技,SZ
301166,优宁维,SZ
000534,万泽股份,SZ
002144,宏达高科,SZ
300039,上海凯宝,SZ
002434,万里扬,SZ
000514,渝 开 发,SZ
301047,义翘神州,SZ
002399,海普瑞,SZ
300867,圣元环保,SZ
001311,多利科技,SZ
300635,中达安,SZ
002094,青岛金王,SZ
002462,嘉事堂,SZ
301559,中集环科,SZ
301071,力量钻石,SZ
002857,三晖电气,SZ
300963,中洲特材,SZ
300207,欣旺达,SZ
300316,晶盛机电,SZ
000811,冰轮环境,SZ
002496,辉丰股份,SZ
301608,博实结,SZ
300251,光线传媒,SZ
000988,华工科技,SZ
000901,航天科技,SZ
301185,鸥玛软件,SZ
300018,中元股份,SZ
002326,永太科技,SZ
002074,国轩高科,SZ
002190,成飞集成,SZ
301048,金鹰重工,SZ
300633,开立医疗,SZ
002838,道恩股份,SZ
002192,融捷股份,SZ
300422,博世科,SZ
002682,龙洲股份,SZ
002458,益生股份,SZ
300702,天宇股份,SZ
000404,长虹华意,SZ
000981,山子高科,SZ
002097,山河智能,SZ
002661,克明食品,SZ
002801,微光股份,SZ
300990,同飞股份,SZ
002452,长高电新,SZ
300146,汤臣倍健,SZ
002245,蔚蓝锂芯,SZ
300008,天海防务,SZ
002677,浙江美大,SZ
300594,朗进科技,SZ
000718,苏宁环球,SZ
300307,慈星股份,SZ
301267,华厦眼科,SZ
300058,蓝色光标,SZ
300590,移为通信,SZ
002176,江特电机,SZ
301205,联特科技,SZ
002153,石基信息,SZ
002626,金达威,SZ
002391,长青股份,SZ
000721,西安饮食,SZ
001216,华瓷股份,SZ
301239,普瑞眼科,SZ
002349,精华制药,SZ
300187,永清环保,SZ
300835,龙磁科技,SZ
000803,山高环能,SZ
300271,华宇软件,SZ
301399,英特科技,SZ
301175,中科环保,SZ
300366,创意信息,SZ
002727,一心堂,SZ
002590,万安科技,SZ
002333,罗普斯金,SZ
300160,秀强股份,SZ
301109,军信股份,SZ
001872,招商港口,SZ
002947,恒铭达,SZ
002132,恒星科技,SZ
000893,亚钾国际,SZ
301252,同星科技,SZ
300620,光库科技,SZ
300009,安科生物,SZ
300947,德必集团,SZ
002200,ST交投,SZ
300619,金银河,SZ
300355,蒙草生态,SZ
300069,金利华电,SZ
002536,飞龙股份,SZ
002157,正邦科技,SZ
000531,穗恒运Ａ,SZ
000952,广济药业,SZ
001208,华菱线缆,SZ
300079,数码视讯,SZ
300881,盛德鑫泰,SZ
000066,中国长城,SZ
002747,埃斯顿,SZ
002228,合兴包装,SZ
002230,科大讯飞,SZ
300573,兴齐眼药,SZ
000972,中基健康,SZ
002292,奥飞娱乐,SZ
002869,金溢科技,SZ
300140,节能环境,SZ
002773,康弘药业,SZ
002558,巨人网络,SZ
002917,金奥博,SZ
002440,闰土股份,SZ
300471,厚普股份,SZ
002969,嘉美包装,SZ
300482,万孚生物,SZ
002114,罗平锌电,SZ
002649,博彦科技,SZ
002378,章源钨业,SZ
000839,中信国安,SZ
002363,隆基机械,SZ
002046,国机精工,SZ
002489,浙江永强,SZ
300111,向日葵,SZ
002651,利君股份,SZ
002395,双象股份,SZ
300727,润禾材料,SZ
300455,航天智装,SZ
002066,瑞泰科技,SZ
001979,招商蛇口,SZ
301216,万凯新材,SZ
000851,ST高鸿,SZ
002355,兴民智通,SZ
002342,巨力索具,SZ
300228,富瑞特装,SZ
002446,盛路通信,SZ
002596,海南瑞泽,SZ
300033,同花顺,SZ
003009,中天火箭,SZ
002716,湖南白银,SZ
000568,泸州老窖,SZ
000762,西藏矿业,SZ
300595,欧普康视,SZ
002736,国信证券,SZ
002108,沧州明珠,SZ
002356,赫美集团,SZ
300358,楚天科技,SZ
002076,星光股份,SZ
000563,陕国投Ａ,SZ
000922,佳电股份,SZ
002775,文科股份,SZ
300259,新天科技,SZ
300376,ST易事特,SZ
000001,平安银行,SZ
300190,维尔利,SZ
000590,启迪药业,SZ
301096,百诚医药,SZ
002151,北斗星通,SZ
300011,鼎汉技术,SZ
000510,新金路,SZ
002615,哈尔斯,SZ
300188,国投智能,SZ
000605,渤海股份,SZ
000910,大亚圣象,SZ
002870,香山股份,SZ
300317,珈伟新能,SZ
300168,万达信息,SZ
002093,国脉科技,SZ
300118,东方日升,SZ
300682,朗新集团,SZ
300047,天源迪科,SZ
300706,阿石创,SZ
301468,博盈特焊,SZ
300065,海兰信,SZ
000750,国海证券,SZ
301397,溯联股份,SZ
001360,南矿集团,SZ
002927,泰永长征,SZ
002294,信立泰,SZ
002224,三 力 士,SZ
300545,联得装备,SZ
300257,开山股份,SZ
300194,福安药业,SZ
300080,易成新能,SZ
002863,今飞凯达,SZ
300773,拉卡拉,SZ
300569,天能重工,SZ
002567,唐人神,SZ
300034,钢研高纳,SZ
002373,千方科技,SZ
002173,创新医疗,SZ
002646,天佑德酒,SZ
000548,湖南投资,SZ
301262,海看股份,SZ
300332,天壕能源,SZ
000557,西部创业,SZ
000155,川能动力,SZ
301356,天振股份,SZ
300818,耐普矿机,SZ
300384,三联虹普,SZ
300226,上海钢联,SZ
002746,仙坛股份,SZ
002538,司尔特,SZ
301177,迪阿股份,SZ
300291,百纳千成,SZ
002675,东诚药业,SZ
002550,千红制药,SZ
002158,汉钟精机,SZ
000905,厦门港务,SZ
300499,高澜股份,SZ
301505,苏州规划,SZ
300050,世纪鼎利,SZ
300973,立高食品,SZ
300088,长信科技,SZ
002178,延华智能,SZ
000831,中国稀土,SZ
300869,康泰医学,SZ
002608,江苏国信,SZ
001239,永达股份,SZ
300388,节能国祯,SZ
000990,诚志股份,SZ
002170,芭田股份,SZ
300363,博腾股份,SZ
000544,中原环保,SZ
000561,烽火电子,SZ
300387,富邦股份,SZ
002037,保利联合,SZ
000948,南天信息,SZ
301508,中机认检,SZ
300896,爱美客,SZ
000403,派林生物,SZ
300926,博俊科技,SZ
300578,会畅通讯,SZ
300433,蓝思科技,SZ
300603,立昂技术,SZ
000045,深纺织Ａ,SZ
002768,国恩股份,SZ
002182,宝武镁业,SZ
002410,广联达,SZ
002271,东方雨虹,SZ
000885,城发环境,SZ
000422,湖北宜化,SZ
300377,赢时胜,SZ
000028,国药一致,SZ
002034,旺能环境,SZ
300428,立中集团,SZ
002841,视源股份,SZ
300031,宝通科技,SZ
301538,骏鼎达,SZ
300308,中际旭创,SZ
301589,诺瓦星云,SZ
000158,常山北明,SZ
300880,迦南智能,SZ
301293,三博脑科,SZ
000408,藏格矿业,SZ
301128,强瑞技术,SZ
000034,神州数码,SZ
300969,恒帅股份,SZ
301617,博苑股份,SZ
301581,黄山谷捷,SZ
301458,钧崴电子,SZ
301382,蜂助手,SZ
301193,家联科技,SZ
301151,冠龙节能,SZ
301052,果麦文化,SZ
301015,百洋医药,SZ
300821,东岳硅材,SZ
300799,左江退,SZ
300742,越博退,SZ
300732,设研院,SZ
300686,智动力,SZ
300676,华大基因,SZ
300639,凯普生物,SZ
300597,吉大通信,SZ
300587,天铁股份,SZ
300532,今天国际,SZ
300526,中潜退,SZ
300525,博思软件,SZ
300495,*ST美尚,SZ
300490,华自科技,SZ
300431,暴风退,SZ
300392,腾信退,SZ
300372,欣泰退,SZ
300367,网力退,SZ
300362,天翔退,SZ
300356,光一退,SZ
300336,新文退,SZ
300330,计通退,SZ
300325,德威退,SZ
300312,邦讯退,SZ
300309,吉艾退,SZ
300297,蓝盾退,SZ
300292,吴通控股,SZ
300282,三盛退,SZ
300281,金明精机,SZ
300273,和佳退,SZ
300262,*ST巴安,SZ
300253,卫宁健康,SZ
300237,美晨科技,SZ
300216,千山退,SZ
300208,*ST中程,SZ
300202,聚龙退,SZ
300186,大华农,SZ
300180,华峰超纤,SZ
300178,腾邦退,SZ
300163,ST先锋,SZ
300156,神雾退,SZ
300116,*ST保力,SZ
300104,乐视退,SZ
300090,盛运退,SZ
300089,文化退,SZ
300064,金刚退,SZ
300038,数知退,SZ
300030,阳普医疗,SZ
300028,金亚退,SZ
300027,华谊兄弟,SZ
300026,红日药业,SZ
300023,宝德退,SZ
002931,锋龙股份,SZ
002781,奇信退,SZ
002776,*ST柏龙,SZ
002770,科迪退,SZ
002751,易尚退,SZ
002740,*ST爱迪,SZ
002711,欧浦退,SZ
002699,*ST美盛,SZ
002684,猛狮退,SZ
002683,广东宏大,SZ
002680,长生退,SZ
002673,西部证券,SZ
002665,ST航高,SZ
002656,ST摩登,SZ
002627,三峡旅游,SZ
002621,*ST美吉,SZ
002619,*ST艾格,SZ
002618,丹邦退,SZ
002614,奥佳华,SZ
002610,ST爱康,SZ
002609,捷顺科技,SZ
002604,龙力退,SZ
002562,兄弟科技,SZ
002547,春兴精工,SZ
002545,东方铁塔,SZ
002542,中化岩土,SZ
002540,亚太科技,SZ
002524,光正眼科,SZ
002511,中顺洁柔,SZ
002509,天茂退,SZ
002505,鹏都农牧,SZ
002504,*ST弘高,SZ
002503,*ST搜特,SZ
002502,ST鼎龙,SZ
002500,山西证券,SZ
002499,科林退,SZ
002477,雏鹰退,SZ
002473,圣莱退,SZ
002470,金正大,SZ
002469,三维化学,SZ
002464,众应退,SZ
002450,康得退,SZ
002447,晨鑫退,SZ
002443,金洲管道,SZ
002442,龙星化工,SZ
002437,誉衡药业,SZ
002435,ST长康,SZ
002433,太安退,SZ
002429,兆驰股份,SZ
002417,深南退,SZ
002411,必康退,SZ
002368,太极股份,SZ
002359,北讯退,SZ
002341,ST新纶,SZ
002325,*ST洪涛,SZ
002309,*ST中利,SZ
002308,*ST威创,SZ
002293,罗莱生活,SZ
002288,*ST超华,SZ
002285,世联行,SZ
002280,ST联络,SZ
002267,陕天然气,SZ
002260,德奥退,SZ
002221,东华能源,SZ
002220,天宝退,SZ
002211,宏达新材,SZ
002202,金风科技,SZ
002147,新光退,SZ
002143,印纪退,SZ
002141,*ST贤丰,SZ
002118,*ST紫鑫,SZ
002113,*ST天润,SZ
002109,兴化股份,SZ
002092,ST中泰,SZ
002089,新海退,SZ
002087,新纺退,SZ
002071,长城退,SZ
002070,众和退,SZ
002065,东华软件,SZ
002027,分众传媒,SZ
002018,华信退,SZ
002015,协鑫能科,SZ
002013,中航机电,SZ
002002,ST鸿达,SZ
001391,国货航,SZ
001287,中电港,SZ
001278,一彬科技,SZ
001213,中铁特货,SZ
000996,中期退,SZ
000982,中银绒业,SZ
000979,中弘退,SZ
000976,*ST华铁,SZ
000971,*ST高升,SZ
